session_id,n_turns,disengage_duration,disengage_event,positive_duration,positive_event,concrete_dated_prediction,specific_open_thread_named,callback_prior_session,callback_within_session,validation,self_correction,reframe,source_group
Human_Astro::conversation_3308505_2019.csv::s11,31,31,0,31,0,0.13333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s12,50,50,1,26,1,0.041666666666666664,0.0,0.125,0.2916666666666667,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s13,2,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s14,36,36,1,36,0,0.0,0.0,0.2631578947368421,0.21052631578947367,0.0,0.05263157894736842,0.10526315789473684,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s15,47,47,1,47,0,0.045454545454545456,0.0,0.22727272727272727,0.3181818181818182,0.045454545454545456,0.0,0.13636363636363635,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s16,93,93,1,93,0,0.0784313725490196,0.0,0.0,0.5882352941176471,0.0,0.0,0.09803921568627451,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s17,36,36,0,32,1,0.0,0.0,0.29411764705882354,0.5882352941176471,0.058823529411764705,0.0,0.17647058823529413,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s18,41,35,1,41,0,0.047619047619047616,0.0,0.0,0.23809523809523808,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s19,45,40,1,45,0,0.0,0.0,0.045454545454545456,0.5454545454545454,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s2,99,99,1,28,1,0.07017543859649122,0.017543859649122806,0.05263157894736842,0.22807017543859648,0.07017543859649122,0.0,0.21052631578947367,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s20,66,66,1,52,1,0.0,0.0,0.0,0.3333333333333333,0.0,0.027777777777777776,0.027777777777777776,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s21,40,40,1,40,0,0.25,0.0,0.3125,0.5625,0.25,0.0,0.25,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s3,74,14,1,12,1,0.1282051282051282,0.0,0.0,0.5897435897435898,0.0,0.02564102564102564,0.02564102564102564,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s4,35,35,0,2,1,0.23529411764705882,0.0,0.17647058823529413,0.7058823529411765,0.0,0.0,0.11764705882352941,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s5,36,36,1,21,1,0.0,0.0,0.10526315789473684,0.42105263157894735,0.05263157894736842,0.0,0.0,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s6,75,75,1,54,1,0.04081632653061224,0.0,0.0,0.40816326530612246,0.04081632653061224,0.0,0.0,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s7,62,62,1,62,0,0.0625,0.03125,0.21875,0.71875,0.1875,0.0,0.125,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s8,52,52,1,42,1,0.0967741935483871,0.03225806451612903,0.0,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,baseline_returned
Human_Astro::conversation_3308505_2019.csv::s9,40,40,1,40,0,0.05,0.0,0.05,0.25,0.1,0.0,0.0,baseline_returned
Human_Astro::conversation_3308505_4010.csv::s1,41,41,1,41,0,0.0,0.0,0.0,0.04,0.08,0.0,0.0,baseline_returned
Human_Astro::conversation_3308505_4010.csv::s10,41,38,1,9,1,0.0,0.045454545454545456,0.0,0.7272727272727273,0.09090909090909091,0.0,0.045454545454545456,baseline_returned
Human_Astro::conversation_3308505_4010.csv::s11,32,32,1,5,1,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,0.13333333333333333,baseline_returned
Human_Astro::conversation_3308505_4010.csv::s12,32,32,1,2,1,0.18181818181818182,0.0,0.45454545454545453,0.5454545454545454,0.0,0.0,0.09090909090909091,baseline_returned
Human_Astro::conversation_3308505_4010.csv::s13,50,50,1,50,0,0.25,0.0,0.0,0.1,0.1,0.0,0.1,baseline_returned
Human_Astro::conversation_3308505_4010.csv::s2,76,76,1,75,1,0.05555555555555555,0.0,0.0,0.7222222222222222,0.05555555555555555,0.0,0.1111111111111111,baseline_returned
Human_Astro::conversation_3308505_4010.csv::s3,34,34,1,34,0,0.06666666666666667,0.0,0.3333333333333333,0.7333333333333333,0.2,0.0,0.26666666666666666,baseline_returned
Human_Astro::conversation_3308505_4010.csv::s4,42,42,1,42,0,0.11764705882352941,0.0,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.0,0.0,baseline_returned
Human_Astro::conversation_3308505_4010.csv::s5,35,35,0,35,1,0.13333333333333333,0.0,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667,0.0,baseline_returned
Human_Astro::conversation_3308505_4010.csv::s6,36,36,0,36,1,0.0,0.0,0.07142857142857142,0.5714285714285714,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3308505_4010.csv::s7,68,68,1,68,0,0.10344827586206896,0.0,0.0,0.06896551724137931,0.0,0.0,0.06896551724137931,baseline_returned
Human_Astro::conversation_3308505_4010.csv::s8,31,31,0,31,0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3308505_4010.csv::s9,43,43,1,43,0,0.0,0.0,0.0,0.043478260869565216,0.17391304347826086,0.0,0.08695652173913043,baseline_returned
Human_Astro::conversation_3355731_1117.csv::s1,44,38,1,44,0,0.0,0.05,0.0,0.15,0.2,0.0,0.15,baseline_returned
Human_Astro::conversation_3355731_1117.csv::s10,24,24,1,24,0,0.0,0.0,0.3333333333333333,0.8888888888888888,0.2222222222222222,0.0,0.0,baseline_returned
Human_Astro::conversation_3355731_1117.csv::s11,28,28,0,1,1,0.0,0.0,0.8888888888888888,1.0,0.3333333333333333,0.0,0.0,baseline_returned
Human_Astro::conversation_3355731_1117.csv::s2,204,165,1,84,1,0.06818181818181818,0.0,0.045454545454545456,0.06818181818181818,0.20454545454545456,0.011363636363636364,0.20454545454545456,baseline_returned
Human_Astro::conversation_3355731_1117.csv::s3,14,5,1,14,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3355731_1117.csv::s4,17,17,1,17,0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,baseline_returned
Human_Astro::conversation_3355731_1117.csv::s5,19,19,1,19,0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3355731_1117.csv::s6,4,1,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3355731_1117.csv::s7,59,1,1,59,0,0.07692307692307693,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.15384615384615385,baseline_returned
Human_Astro::conversation_3355731_1117.csv::s8,28,28,0,22,1,0.2,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.3333333333333333,baseline_returned
Human_Astro::conversation_3355731_1117.csv::s9,86,27,1,81,1,0.04,0.0,0.12,0.84,0.28,0.0,0.08,baseline_returned
Human_Astro::conversation_3371122_1117.csv::s1,27,27,1,10,1,0.23076923076923078,0.0,0.0,0.15384615384615385,0.38461538461538464,0.0,0.3076923076923077,baseline_returned
Human_Astro::conversation_3371122_1117.csv::s10,111,111,0,70,1,0.09523809523809523,0.0,0.07142857142857142,0.8333333333333334,0.19047619047619047,0.0,0.19047619047619047,baseline_returned
Human_Astro::conversation_3371122_1117.csv::s11,28,28,1,28,0,0.0,0.0,0.0,0.6363636363636364,0.0,0.09090909090909091,0.0,baseline_returned
Human_Astro::conversation_3371122_1117.csv::s12,149,59,1,28,1,0.2,0.0,0.0,0.6181818181818182,0.18181818181818182,0.0,0.23636363636363636,baseline_returned
Human_Astro::conversation_3371122_1117.csv::s2,23,23,1,23,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,baseline_returned
Human_Astro::conversation_3371122_1117.csv::s3,54,53,1,54,0,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,baseline_returned
Human_Astro::conversation_3371122_1117.csv::s4,52,9,1,13,1,0.1111111111111111,0.0,0.0,0.7222222222222222,0.05555555555555555,0.0,0.16666666666666666,baseline_returned
Human_Astro::conversation_3371122_1117.csv::s5,22,22,1,22,0,0.0,0.0,0.0,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,baseline_returned
Human_Astro::conversation_3371122_1117.csv::s6,120,2,1,50,1,0.047619047619047616,0.0,0.11904761904761904,0.3333333333333333,0.16666666666666666,0.023809523809523808,0.2619047619047619,baseline_returned
Human_Astro::conversation_3371122_1117.csv::s7,46,23,1,46,0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,baseline_returned
Human_Astro::conversation_3371122_1117.csv::s8,68,16,1,68,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,baseline_returned
Human_Astro::conversation_3371122_1117.csv::s9,13,7,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3385183_546.csv::s1,180,143,1,69,1,0.0,0.0,0.0,0.07692307692307693,0.10576923076923077,0.0,0.057692307692307696,baseline_returned
Human_Astro::conversation_3385183_546.csv::s10,37,37,1,9,1,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.5263157894736842,0.15789473684210525,0.0,0.05263157894736842,baseline_returned
Human_Astro::conversation_3385183_546.csv::s11,123,123,1,14,1,0.0,0.0,0.07462686567164178,0.746268656716418,0.07462686567164178,0.0,0.11940298507462686,baseline_returned
Human_Astro::conversation_3385183_546.csv::s2,164,164,0,82,1,0.021052631578947368,0.0,0.0,0.3368421052631579,0.18947368421052632,0.010526315789473684,0.23157894736842105,baseline_returned
Human_Astro::conversation_3385183_546.csv::s3,67,67,1,67,0,0.02631578947368421,0.0,0.02631578947368421,0.7368421052631579,0.21052631578947367,0.0,0.2631578947368421,baseline_returned
Human_Astro::conversation_3385183_546.csv::s4,114,107,1,6,1,0.01639344262295082,0.01639344262295082,0.09836065573770492,0.45901639344262296,0.06557377049180328,0.01639344262295082,0.01639344262295082,baseline_returned
Human_Astro::conversation_3385183_546.csv::s5,43,43,1,43,0,0.0,0.0,0.0,0.5416666666666666,0.2916666666666667,0.0,0.041666666666666664,baseline_returned
Human_Astro::conversation_3385183_546.csv::s6,44,44,0,44,1,0.0,0.0,0.08333333333333333,0.625,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3385183_546.csv::s7,66,66,1,66,0,0.0,0.0,0.0,0.7352941176470589,0.2647058823529412,0.0,0.058823529411764705,baseline_returned
Human_Astro::conversation_3385183_546.csv::s9,21,5,1,21,0,0.08333333333333333,0.08333333333333333,0.0,0.75,0.08333333333333333,0.0,0.0,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s1,38,38,1,18,1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s10,16,16,1,15,1,0.4,0.0,0.4,0.6,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s11,17,17,1,17,0,0.375,0.0,0.125,0.5,0.0,0.0,0.125,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s12,36,36,1,17,1,0.16666666666666666,0.0,0.05555555555555555,0.7222222222222222,0.16666666666666666,0.0,0.16666666666666666,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s13,19,19,1,19,0,0.2727272727272727,0.0,0.18181818181818182,0.8181818181818182,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s14,12,12,1,12,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s15,34,34,1,12,1,0.26666666666666666,0.13333333333333333,0.0,0.8666666666666667,0.06666666666666667,0.0,0.2,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s16,56,56,1,26,1,0.030303030303030304,0.0,0.0,0.696969696969697,0.030303030303030304,0.0,0.18181818181818182,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s17,33,33,1,10,1,0.0,0.0,0.0,0.6428571428571429,0.0,0.0,0.21428571428571427,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s18,13,13,1,13,0,0.5,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.5,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s19,20,20,1,20,0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s2,21,21,1,1,1,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s20,63,63,0,45,1,0.25,0.0,0.041666666666666664,0.625,0.0,0.0,0.08333333333333333,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s3,20,20,1,12,1,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s4,21,21,1,19,1,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s5,44,44,1,44,0,0.09090909090909091,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s6,18,18,1,17,1,0.2,0.0,0.0,0.4,0.0,0.0,0.1,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s7,8,8,1,8,0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s8,9,9,1,9,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3395760_1031.csv::s9,13,13,0,13,0,0.125,0.0,0.25,0.625,0.0,0.0,0.125,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s1,23,23,1,23,0,0.0,0.07692307692307693,0.0,0.5384615384615384,0.07692307692307693,0.0,0.23076923076923078,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s10,32,24,1,1,1,0.0,0.0,0.1875,0.0625,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s11,32,32,1,17,1,0.07142857142857142,0.0,0.6428571428571429,0.0,0.07142857142857142,0.0,0.07142857142857142,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s12,20,20,1,20,0,0.2,0.0,0.3,0.0,0.3,0.0,0.1,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s13,75,75,1,75,0,0.10714285714285714,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.07142857142857142,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s14,16,16,1,16,0,0.0,0.0,0.4,0.0,0.1,0.0,0.1,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s15,23,23,1,23,0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.0,0.0,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s16,19,19,0,19,0,0.125,0.0,0.5,0.25,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s17,31,31,1,26,1,0.06666666666666667,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.2,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s18,20,4,1,3,1,0.125,0.25,0.25,0.625,0.0,0.125,0.25,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s19,31,31,1,4,1,0.0,0.07692307692307693,0.07692307692307693,0.9230769230769231,0.23076923076923078,0.0,0.46153846153846156,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s2,26,26,1,20,1,0.0,0.0,0.08333333333333333,0.25,0.08333333333333333,0.0,0.16666666666666666,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s20,31,31,1,25,1,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.6428571428571429,0.2857142857142857,0.0,0.2857142857142857,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s21,21,21,1,21,0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.5,0.16666666666666666,0.0,0.3333333333333333,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s22,31,2,1,23,1,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s23,24,1,1,24,0,0.0,0.0,0.08333333333333333,0.5833333333333334,0.0,0.0,0.08333333333333333,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s24,65,65,1,50,1,0.17857142857142858,0.0,0.10714285714285714,0.5,0.03571428571428571,0.0,0.21428571428571427,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s25,23,9,1,23,0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s3,27,27,1,27,0,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s4,79,22,1,34,1,0.0,0.0,0.0,0.78125,0.09375,0.0,0.0,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s5,74,7,1,32,1,0.11627906976744186,0.0,0.0,0.4418604651162791,0.18604651162790697,0.0,0.11627906976744186,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s6,43,43,1,6,1,0.09523809523809523,0.0,0.047619047619047616,0.3333333333333333,0.19047619047619047,0.0,0.09523809523809523,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s7,29,10,1,25,1,0.14285714285714285,0.0,0.2857142857142857,0.5,0.21428571428571427,0.07142857142857142,0.21428571428571427,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s8,21,21,1,18,1,0.1111111111111111,0.0,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.2222222222222222,baseline_returned
Human_Astro::conversation_3428129_1844.csv::s9,21,15,1,1,1,0.0,0.0,0.25,0.25,0.25,0.0,0.25,baseline_returned
Human_Astro::conversation_3428988_546.csv::s1,36,36,1,36,0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,baseline_returned
Human_Astro::conversation_3428988_546.csv::s10,51,51,1,18,1,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.11764705882352941,baseline_returned
Human_Astro::conversation_3428988_546.csv::s11,38,25,1,38,0,0.0,0.0,0.25,0.0,0.0,0.0,0.08333333333333333,baseline_returned
Human_Astro::conversation_3428988_546.csv::s12,32,26,1,32,0,0.0,0.0,0.0,0.2,0.2,0.06666666666666667,0.0,baseline_returned
Human_Astro::conversation_3428988_546.csv::s13,122,14,1,29,1,0.021739130434782608,0.0,0.0,0.5434782608695652,0.08695652173913043,0.0,0.15217391304347827,baseline_returned
Human_Astro::conversation_3428988_546.csv::s2,33,2,1,33,0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,baseline_returned
Human_Astro::conversation_3428988_546.csv::s3,86,86,1,40,1,0.03636363636363636,0.0,0.0,0.7272727272727273,0.03636363636363636,0.0,0.07272727272727272,baseline_returned
Human_Astro::conversation_3428988_546.csv::s4,81,8,1,81,0,0.05660377358490566,0.018867924528301886,0.0,0.1320754716981132,0.07547169811320754,0.0,0.0,baseline_returned
Human_Astro::conversation_3428988_546.csv::s5,10,7,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3428988_546.csv::s6,134,134,1,35,1,0.015873015873015872,0.0,0.23809523809523808,0.2857142857142857,0.14285714285714285,0.0,0.1746031746031746,baseline_returned
Human_Astro::conversation_3428988_546.csv::s7,70,62,1,13,1,0.0,0.0,0.0,0.25,0.125,0.0,0.03125,baseline_returned
Human_Astro::conversation_3428988_546.csv::s8,82,82,1,82,0,0.08108108108108109,0.0,0.0,0.7297297297297297,0.02702702702702703,0.0,0.0,baseline_returned
Human_Astro::conversation_3428988_546.csv::s9,59,59,1,18,1,0.030303030303030304,0.030303030303030304,0.09090909090909091,0.6060606060606061,0.06060606060606061,0.0,0.09090909090909091,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s1,69,69,1,23,1,0.05,0.025,0.0,0.175,0.05,0.075,0.025,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s10,83,83,1,78,1,0.022222222222222223,0.0,0.0,0.24444444444444444,0.08888888888888889,0.0,0.08888888888888889,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s11,55,52,1,55,0,0.0,0.0,0.0,0.375,0.125,0.0,0.0,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s12,38,38,0,38,1,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.05263157894736842,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s13,60,60,0,60,1,0.03571428571428571,0.0,0.0,0.25,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s14,25,24,1,8,1,0.0,0.0,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.0,0.09090909090909091,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s15,11,9,1,11,0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s16,27,5,1,27,0,0.07692307692307693,0.07692307692307693,0.0,0.6153846153846154,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s17,7,7,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s18,62,62,1,62,0,0.0,0.0,0.0,0.6,0.08571428571428572,0.02857142857142857,0.08571428571428572,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s19,85,85,1,16,1,0.09523809523809523,0.07142857142857142,0.0,0.5714285714285714,0.023809523809523808,0.0,0.047619047619047616,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s2,104,104,1,104,0,0.19642857142857142,0.0,0.0,0.6964285714285714,0.0,0.0,0.03571428571428571,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s21,23,23,1,16,1,0.0,0.1,0.0,0.7,0.4,0.0,0.3,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s22,28,28,1,26,1,0.08333333333333333,0.08333333333333333,0.0,0.5833333333333334,0.08333333333333333,0.0,0.08333333333333333,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s3,15,11,1,15,0,0.125,0.0,0.125,0.75,0.125,0.0,0.0,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s4,45,45,0,36,1,0.0,0.0,0.09090909090909091,0.6818181818181818,0.0,0.0,0.09090909090909091,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s5,20,20,1,9,1,0.375,0.125,0.375,0.625,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s6,37,37,1,29,1,0.15,0.05,0.1,0.75,0.25,0.0,0.0,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s7,60,11,1,20,1,0.25806451612903225,0.0967741935483871,0.0,0.25806451612903225,0.16129032258064516,0.03225806451612903,0.0967741935483871,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s8,15,15,1,15,0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3460845_3788.csv::s9,35,35,1,16,1,0.14285714285714285,0.0,0.047619047619047616,0.19047619047619047,0.0,0.09523809523809523,0.0,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s1,154,154,1,61,1,0.039603960396039604,0.0,0.0,0.15841584158415842,0.06930693069306931,0.0,0.04950495049504951,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s10,28,28,0,28,0,0.0,0.0,0.0,0.8461538461538461,0.07692307692307693,0.0,0.5384615384615384,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s11,51,51,1,51,0,0.09090909090909091,0.0,0.09090909090909091,0.3939393939393939,0.06060606060606061,0.0,0.2727272727272727,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s12,20,20,0,18,1,0.0,0.0,0.25,0.6666666666666666,0.0,0.0,0.6666666666666666,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s13,120,120,1,74,1,0.039473684210526314,0.013157894736842105,0.06578947368421052,0.07894736842105263,0.09210526315789473,0.0,0.21052631578947367,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s14,15,15,1,15,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s15,57,57,1,30,1,0.0,0.0,0.058823529411764705,0.11764705882352941,0.14705882352941177,0.0,0.3235294117647059,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s2,49,49,0,49,1,0.0,0.0,0.0,0.4482758620689655,0.1724137931034483,0.0,0.3103448275862069,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s3,39,39,0,39,1,0.0,0.0,0.375,0.041666666666666664,0.2916666666666667,0.0,0.125,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s4,86,86,0,57,1,0.01639344262295082,0.0,0.0,0.0,0.09836065573770492,0.0,0.06557377049180328,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s5,6,6,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s6,46,46,1,46,0,0.0,0.0,0.15,0.0,0.1,0.0,0.0,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s7,36,36,0,31,1,0.043478260869565216,0.0,0.0,0.13043478260869565,0.13043478260869565,0.0,0.13043478260869565,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s8,61,61,0,61,1,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.1282051282051282,0.0,0.1282051282051282,baseline_returned
Human_Astro::conversation_3475164_2462.csv::s9,151,151,0,21,1,0.02531645569620253,0.0,0.0379746835443038,0.31645569620253167,0.10126582278481013,0.0,0.25316455696202533,baseline_returned
Human_Astro::conversation_3540611_1747.csv::s1,131,131,1,18,1,0.052083333333333336,0.0,0.0,0.78125,0.09375,0.0,0.125,baseline_returned
Human_Astro::conversation_3540611_1747.csv::s10,22,7,1,17,1,0.13333333333333333,0.0,0.3333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.2,baseline_returned
Human_Astro::conversation_3540611_1747.csv::s11,58,32,1,2,1,0.0,0.0,0.02857142857142857,0.2,0.05714285714285714,0.0,0.17142857142857143,baseline_returned
Human_Astro::conversation_3540611_1747.csv::s12,17,17,1,4,1,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,baseline_returned
Human_Astro::conversation_3540611_1747.csv::s13,22,22,1,2,1,0.2,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.0,0.3333333333333333,baseline_returned
Human_Astro::conversation_3540611_1747.csv::s14,15,15,1,15,0,0.25,0.0,0.08333333333333333,0.25,0.16666666666666666,0.0,0.0,baseline_returned
Human_Astro::conversation_3540611_1747.csv::s15,13,13,1,13,0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,baseline_returned
Human_Astro::conversation_3540611_1747.csv::s2,55,55,1,55,0,0.0,0.0,0.10526315789473684,0.13157894736842105,0.02631578947368421,0.0,0.0,baseline_returned
Human_Astro::conversation_3540611_1747.csv::s3,33,33,1,33,0,0.09523809523809523,0.0,0.2857142857142857,0.0,0.047619047619047616,0.0,0.0,baseline_returned
Human_Astro::conversation_3540611_1747.csv::s4,47,47,1,47,0,0.13333333333333333,0.0,0.1,0.0,0.0,0.03333333333333333,0.03333333333333333,baseline_returned
